truck_id,state,gallons,tax_paid
800,AZ,789.0,0.0
800,CA,227.0,0.0
800,KS,236.0,0.0
800,MN,224.0,0.0
800,MT,220.0,0.0
800,NM,404.0,0.0
800,NV,599.0,0.0
800,OR,532.0,0.0
800,TN,218.0,0.0
800,WI,210.0,0.0
800,WV,217.0,0.0
800,WY,219.0,0.0
